epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,53.7572,2.8771,4.42494,1.54307,0.00341,0.16077,0.0064,0.00156,2.44031,4.58398,1.24928,0.000325,0.000325,0.000325
